Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill,physics_kwh,physics_bill,ratio,target_bill,ac_kwh,temperature,cooling_degree_days,season,month_sin,month_cos,ac_ratio,high_ac_usage,total_hours,avg_hours_per_device,log_tariff,ac_temp_interaction,temp_ac_interaction,usage_intensity
17,23.0,3.0,12.0,1.0,0,1,Ratnagiri,NHPC,462,7.4,3418.8,311.1,2302.1400000000003,1.3,3418.8,135.0,20,0,0,0.49999999999999994,0.8660254037844387,0.43394406943105107,1,56.0,9.333333333333334,2.128231705849268,0.0,0.0,14.814285714285715
6,17.0,2.0,19.0,1.0,0,4,Pune,Jyoti Structure,313,9.1,2848.3,237.0,2156.7,1.3,2848.3,90.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.379746835443038,0,45.0,7.5,2.312535423847214,540.0,540.0,26.333333333333332
14,22.0,3.0,4.0,1.0,0,3,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",395,8.4,3318.0,276.3,2320.92,1.3,3318.0,135.0,30,6,1,1.0,6.123233995736766e-17,0.48859934853420195,1,44.0,7.333333333333333,2.2407096892759584,810.0,810.0,15.350000000000001
6,19.0,3.0,8.0,1.0,0,8,Vadodara,NHPC,374,7.8,2917.2,258.0,2012.3999999999999,1.3,2917.2,135.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.5232558139534884,1,37.0,6.166666666666667,2.174751721484161,1080.0,1080.0,25.8
10,18.0,3.0,19.0,1.0,0,6,New Delhi,SJVN Ltd.,415,8.5,3527.5,294.9,2506.6499999999996,1.3,3527.5,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.45778229908443546,1,51.0,8.5,2.2512917986064953,1890.0,1890.0,21.064285714285713
6,19.0,3.0,13.0,1.0,0,6,Ahmedabad,TransRail Lighting,360,7.9,2844.0,273.0,2156.7000000000003,1.3,2844.0,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.4945054945054945,1,42.0,7.0,2.186051276738094,1890.0,1890.0,27.3
10,19.0,3.0,10.0,1.0,0,5,Mumbai,Neueon Towers / Sujana Towers Ltd.,398,9.2,3661.6,272.4,2506.0799999999995,1.3,3661.6,135.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.4955947136563877,1,43.0,7.166666666666667,2.322387720290225,1890.0,1890.0,19.457142857142856
16,22.0,1.0,5.0,1.0,0,2,Dahej,TransRail Lighting,284,7.6,2158.4,193.5,1470.6,1.3,2158.4,45.0,20,0,0,0.8660254037844386,0.5000000000000001,0.23255813953488372,0,45.0,7.5,2.151762203259462,0.0,0.0,10.75
9,21.0,3.0,12.0,1.0,0,1,Gurgaon,NLC India,393,8.3,3261.9,285.3,2367.9900000000002,1.3,3261.9,135.0,20,0,0,0.49999999999999994,0.8660254037844387,0.47318611987381703,1,46.0,7.666666666666667,2.2300144001592104,0.0,0.0,21.946153846153848
10,19.0,3.0,6.0,1.0,0,4,Kolkata,KEC International,364,8.7,3166.8,260.4,2265.4799999999996,1.3,3166.8,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.5184331797235023,1,39.0,6.5,2.272125885509337,810.0,810.0,18.599999999999998
10,18.0,2.0,16.0,1.0,0,8,Faridabad,SJVN Ltd.,361,8.1,2924.1,240.9,1951.29,1.3,2924.1,90.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.37359900373599003,0,47.0,7.833333333333333,2.2082744135228043,720.0,720.0,18.53076923076923
17,23.0,3.0,9.0,1.0,0,9,Pune,Jaiprakash Power,433,9.1,3940.3,302.1,2749.11,1.3,3940.3,135.0,32,8,2,-1.0,-1.8369701987210297e-16,0.44687189672293937,1,53.0,8.833333333333334,2.312535423847214,1080.0,1080.0,14.385714285714286
9,18.0,3.0,11.0,1.0,0,9,Kolkata,SJVN Ltd.,325,8.7,2827.4999999999995,268.8,2338.56,1.2090773809523807,2827.4999999999995,135.0,32,8,2,-1.0,-1.8369701987210297e-16,0.5022321428571428,1,42.0,7.0,2.272125885509337,1080.0,1080.0,20.676923076923078
11,22.0,2.0,10.0,1.0,0,11,Hyderabad,CESC,358,8.4,3007.2000000000003,243.0,2041.2,1.3,3007.2000000000003,90.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.37037037037037035,0,46.0,7.666666666666667,2.2407096892759584,360.0,360.0,17.357142857142858
9,21.0,3.0,5.0,1.0,0,6,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,336,8.1,2721.6,264.3,2140.83,1.271282633371169,2721.6,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.510783200908059,1,39.0,6.5,2.2082744135228043,1890.0,1890.0,20.33076923076923
12,23.0,3.0,16.0,1.0,0,9,Hyderabad,SJVN Ltd.,442,8.4,3712.8,312.6,2625.84,1.3,3712.8,135.0,32,8,2,-1.0,-1.8369701987210297e-16,0.43186180422264875,1,55.0,9.166666666666666,2.2407096892759584,1080.0,1080.0,19.5375
8,23.0,3.0,11.0,7.0,0,6,Chennai,Reliance Power,426,8.8,3748.8,294.6,2592.4800000000005,1.3,3748.8,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.4582484725050916,1,52.0,8.666666666666666,2.2823823856765264,1890.0,1890.0,24.55
21,23.0,3.0,5.0,1.0,0,3,Navi Mumbai,Sterlite Power Transmission Ltd,435,9.3,4045.500000000001,298.5,2776.05,1.3,4045.500000000001,135.0,30,6,1,1.0,6.123233995736766e-17,0.45226130653266333,1,53.0,8.833333333333334,2.33214389523559,810.0,810.0,11.94
7,18.0,3.0,21.0,1.0,0,2,Faridabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),362,8.1,2932.2,294.6,2386.26,1.228784792939579,2932.2,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4582484725050916,1,50.0,8.333333333333334,2.2082744135228043,0.0,0.0,26.781818181818185
5,23.0,2.0,4.0,1.0,0,2,Nagpur,Sterlite Power Transmission Ltd,251,8.9,2233.9,216.9,1930.41,1.1572153065929,2233.9,90.0,20,0,0,0.8660254037844386,0.5000000000000001,0.41493775933609955,1,35.0,5.833333333333333,2.2925347571405443,0.0,0.0,27.1125
16,23.0,3.0,8.0,1.0,0,11,Ahmedabad,Optibelt Power Transmission India Private Limited,392,7.9,3096.8,297.0,2346.3,1.3,3096.8,135.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.45454545454545453,1,51.0,8.5,2.186051276738094,540.0,540.0,14.85
9,18.0,2.0,21.0,1.0,0,2,Hyderabad,NLC India,350,8.4,2940.0,253.8,2131.92,1.3,2940.0,90.0,20,0,0,0.8660254037844386,0.5000000000000001,0.35460992907801414,0,51.0,8.5,2.2407096892759584,0.0,0.0,21.150000000000002
10,18.0,2.0,5.0,1.0,0,1,Ratnagiri,TransRail Lighting,288,7.4,2131.2000000000003,207.9,1538.46,1.3,2131.2000000000003,90.0,20,0,0,0.49999999999999994,0.8660254037844387,0.4329004329004329,1,36.0,6.0,2.128231705849268,0.0,0.0,15.992307692307692
5,19.0,3.0,16.0,1.0,0,11,Shimla,Indowind Energy,375,7.7,2887.5,279.9,2155.23,1.3,2887.5,135.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.482315112540193,1,44.0,7.333333333333333,2.163323025660538,540.0,540.0,31.099999999999998
7,18.0,3.0,3.0,1.0,0,2,New Delhi,Adani Power Ltd.,244,8.5,2074.0,240.6,2045.1,1.0141313383208646,2074.0,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.5610972568578554,1,32.0,5.333333333333333,2.2512917986064953,0.0,0.0,21.87272727272727
9,17.0,0.0,7.0,1.0,0,11,Navi Mumbai,NTPC Pvt. Ltd.,168,9.3,1562.4,117.3,1090.89,1.3,1562.4,0.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.0,0,34.0,5.666666666666667,2.33214389523559,0.0,0.0,11.73
12,22.0,3.0,6.0,1.0,0,7,New Delhi,Tata Power Company Ltd.,369,8.5,3136.5,278.1,2363.8500000000004,1.3,3136.5,135.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.48543689320388345,1,44.0,7.333333333333333,2.2512917986064953,1080.0,1080.0,17.38125
8,18.0,1.0,8.0,1.0,0,8,Navi Mumbai,Reliance Power,228,9.3,2120.4,167.7,1559.61,1.3,2120.4,45.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.2683363148479428,0,36.0,6.0,2.33214389523559,360.0,360.0,16.77
6,18.0,3.0,9.0,7.0,0,5,Vadodara,Kalpataru Power,381,7.8,2971.8,261.9,2042.8199999999997,1.3,2971.8,135.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.5154639175257733,1,43.0,7.166666666666667,2.174751721484161,1890.0,1890.0,26.189999999999998
9,20.0,3.0,6.0,1.0,0,9,Noida,Sunil Hitech Eng,348,8.2,2853.6,262.8,2154.96,1.3,2853.6,135.0,32,8,2,-1.0,-1.8369701987210297e-16,0.5136986301369862,1,39.0,6.5,2.2192034840549946,1080.0,1080.0,20.215384615384615
8,22.0,3.0,6.0,1.0,0,2,Ahmedabad,Sterlite Power Transmission Ltd,273,7.9,2156.7000000000003,269.7,2130.63,1.0122358175750834,2156.7000000000003,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.5005561735261401,1,40.0,6.666666666666667,2.186051276738094,0.0,0.0,22.474999999999998
9,22.0,2.0,7.0,1.0,0,5,New Delhi,Guj Ind Power,315,8.5,2677.5,229.8,1953.3000000000002,1.3,2677.5,90.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.39164490861618795,0,41.0,6.833333333333333,2.2512917986064953,1260.0,1260.0,19.150000000000002
8,17.0,1.0,6.0,1.0,0,12,Faridabad,Adani Power Ltd.,216,8.1,1749.6,157.2,1273.32,1.3,1749.6,45.0,20,0,0,-2.4492935982947064e-16,1.0,0.28625954198473286,0,33.0,5.5,2.2082744135228043,0.0,0.0,15.719999999999999
14,23.0,3.0,20.0,1.0,0,2,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,449,9.2,4130.799999999999,328.8,3024.96,1.3,4130.799999999999,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4105839416058394,1,61.0,10.166666666666666,2.322387720290225,0.0,0.0,18.266666666666666
7,18.0,2.0,11.0,1.0,0,8,Dahej,TransRail Lighting,303,7.6,2302.8,219.6,1668.9599999999998,1.3,2302.8,90.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.4098360655737705,1,39.0,6.5,2.151762203259462,720.0,720.0,21.96
10,17.0,2.0,6.0,7.0,0,12,Nagpur,NTPC Pvt. Ltd.,317,8.9,2821.3,211.8,1885.0200000000002,1.3,2821.3,90.0,20,0,0,-2.4492935982947064e-16,1.0,0.4249291784702549,1,42.0,7.0,2.2925347571405443,0.0,0.0,16.292307692307695
8,19.0,1.0,3.0,1.0,0,9,Mumbai,Reliance Energy,224,9.2,2060.8,157.2,1446.2399999999998,1.3,2060.8,45.0,32,8,2,-1.0,-1.8369701987210297e-16,0.28625954198473286,0,32.0,5.333333333333333,2.322387720290225,360.0,360.0,15.719999999999999
9,18.0,3.0,14.0,1.0,0,12,Noida,Tata Power Company Ltd.,350,8.2,2869.9999999999995,277.8,2277.96,1.2598992080633546,2869.9999999999995,135.0,20,0,0,-2.4492935982947064e-16,1.0,0.48596112311015116,1,45.0,7.5,2.2192034840549946,0.0,0.0,21.36923076923077
8,17.0,2.0,3.0,1.0,0,6,Gurgaon,Sterlite Power Transmission Ltd,234,8.3,1942.2000000000005,193.2,1603.56,1.2111801242236029,1942.2000000000005,90.0,38,14,2,1.2246467991473532e-16,-1.0,0.46583850931677023,1,31.0,5.166666666666667,2.2300144001592104,1260.0,1260.0,17.563636363636363
15,22.0,3.0,14.0,1.0,0,12,Chennai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",455,8.8,4004.000000000001,308.4,2713.92,1.3,4004.000000000001,135.0,20,0,0,-2.4492935982947064e-16,1.0,0.43774319066147865,1,55.0,9.166666666666666,2.2823823856765264,0.0,0.0,16.23157894736842
17,23.0,3.0,14.0,1.0,0,2,Ratnagiri,JSW Energy Ltd.,442,7.4,3270.8,317.1,2346.5400000000004,1.3,3270.8,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4257332071901608,1,58.0,9.666666666666666,2.128231705849268,0.0,0.0,15.100000000000001
10,21.0,2.0,6.0,1.0,0,1,Mumbai,Reliance Energy,318,9.2,2925.6,224.4,2064.48,1.3,2925.6,90.0,20,0,0,0.49999999999999994,0.8660254037844387,0.40106951871657753,1,40.0,6.666666666666667,2.322387720290225,0.0,0.0,17.26153846153846
13,22.0,3.0,4.0,12.0,0,6,Faridabad,Jaiprakash Power,426,8.1,3450.6,284.1,2301.21,1.3,3450.6,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.4751847940865892,1,54.0,9.0,2.2082744135228043,1890.0,1890.0,16.711764705882356
6,18.0,2.0,8.0,1.0,0,1,Shimla,Indowind Energy,288,7.7,2217.6,208.5,1605.45,1.3,2217.6,90.0,20,0,0,0.49999999999999994,0.8660254037844387,0.4316546762589928,1,35.0,5.833333333333333,2.163323025660538,0.0,0.0,23.166666666666668
6,17.0,3.0,5.0,1.0,0,5,New Delhi,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),283,8.5,2405.5,240.0,2040.0,1.1791666666666667,2405.5,135.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.5625,1,32.0,5.333333333333333,2.2512917986064953,1890.0,1890.0,24.0
18,23.0,2.0,13.0,1.0,0,2,Noida,Indowind Energy,377,8.2,3091.4,271.2,2223.8399999999997,1.3,3091.4,90.0,20,0,0,0.8660254037844386,0.5000000000000001,0.33185840707964603,0,57.0,9.5,2.2192034840549946,0.0,0.0,12.914285714285715
23,22.0,3.0,9.0,1.0,0,8,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,453,7.6,3442.8,310.2,2357.52,1.3,3442.8,135.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.43520309477756286,1,58.0,9.666666666666666,2.151762203259462,1080.0,1080.0,11.488888888888889
13,22.0,2.0,19.0,1.0,0,2,Ratnagiri,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",402,7.4,2974.8,274.2,2029.08,1.3,2974.8,90.0,20,0,0,0.8660254037844386,0.5000000000000001,0.3282275711159738,0,57.0,9.5,2.128231705849268,0.0,0.0,17.1375
6,22.0,3.0,19.0,1.0,0,11,Mumbai,Jaiprakash Power,440,9.2,4048.0,304.5,2801.3999999999996,1.3,4048.0,135.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.4433497536945813,1,51.0,8.5,2.322387720290225,540.0,540.0,30.45
13,22.0,3.0,3.0,1.0,0,4,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,356,8.9,3168.4,271.2,2413.68,1.3,3168.4,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.497787610619469,1,42.0,7.0,2.2925347571405443,810.0,810.0,15.952941176470588
20,22.0,3.0,4.0,1.0,0,2,Ahmedabad,Reliance Energy,422,7.9,3333.8,288.9,2282.31,1.3,3333.8,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4672897196261683,1,50.0,8.333333333333334,2.186051276738094,0.0,0.0,12.0375
17,22.0,3.0,5.0,1.0,0,11,Shimla,Neueon Towers / Sujana Towers Ltd.,390,7.7,3003.0,285.6,2199.1200000000003,1.3,3003.0,135.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.4726890756302521,1,48.0,8.0,2.163323025660538,540.0,540.0,13.600000000000001
5,20.0,1.0,3.0,1.0,0,10,Faridabad,NTPC Pvt. Ltd.,220,8.1,1782.0,155.4,1258.74,1.3,1782.0,45.0,28,4,3,-0.8660254037844386,0.5000000000000001,0.28957528957528955,0,30.0,5.0,2.2082744135228043,180.0,180.0,22.2
9,22.0,3.0,20.0,1.0,0,4,Chennai,Guj Ind Power,451,8.8,3968.8,313.8,2761.4400000000005,1.3,3968.8,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.43021032504780116,1,55.0,9.166666666666666,2.2823823856765264,810.0,810.0,24.138461538461538
10,19.0,3.0,10.0,1.0,0,4,Dahej,TransRail Lighting,380,7.6,2888.0,272.4,2070.24,1.3,2888.0,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.4955947136563877,1,43.0,7.166666666666667,2.151762203259462,810.0,810.0,19.457142857142856
12,23.0,2.0,8.0,1.0,0,11,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),352,9.3,3273.6000000000004,243.6,2265.48,1.3,3273.6000000000004,90.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.3694581280788177,0,46.0,7.666666666666667,2.33214389523559,360.0,360.0,16.24
19,22.0,3.0,12.0,1.0,0,6,Pune,Reliance Power,455,9.1,4140.5,310.8,2828.28,1.3,4140.5,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.4343629343629343,1,57.0,9.5,2.312535423847214,1890.0,1890.0,13.51304347826087
8,17.0,2.0,6.0,1.0,0,4,Faridabad,Torrent Power Ltd.,241,8.1,1952.1,202.2,1637.82,1.19188921859545,1952.1,90.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.4451038575667656,1,34.0,5.666666666666667,2.2082744135228043,540.0,540.0,18.38181818181818
5,17.0,2.0,21.0,1.0,0,12,Noida,TransRail Lighting,338,8.2,2771.6,240.9,1975.3799999999999,1.3,2771.6,90.0,20,0,0,-2.4492935982947064e-16,1.0,0.37359900373599003,0,46.0,7.666666666666667,2.2192034840549946,0.0,0.0,30.1125
15,22.0,3.0,9.0,1.0,0,5,Ratnagiri,Neueon Towers / Sujana Towers Ltd.,412,7.4,3048.8,293.4,2171.16,1.3,3048.8,135.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.4601226993865031,1,50.0,8.333333333333334,2.128231705849268,1890.0,1890.0,15.442105263157893
16,22.0,3.0,12.0,1.0,0,9,Hyderabad,Unitech Power Transmission Ltd.,429,8.4,3603.6,304.5,2557.8,1.3,3603.6,135.0,32,8,2,-1.0,-1.8369701987210297e-16,0.4433497536945813,1,54.0,9.0,2.2407096892759584,1080.0,1080.0,15.225
8,17.0,3.0,5.0,1.0,0,6,New Delhi,CESC,268,8.5,2278.0,244.2,2075.7,1.0974610974610977,2278.0,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.5528255528255529,1,34.0,5.666666666666667,2.2512917986064953,1890.0,1890.0,20.349999999999998
8,18.0,1.0,8.0,1.0,0,2,Ratnagiri,Jyoti Structure,230,7.4,1702.0,167.7,1240.98,1.3,1702.0,45.0,20,0,0,0.8660254037844386,0.5000000000000001,0.2683363148479428,0,36.0,6.0,2.128231705849268,0.0,0.0,16.77
7,17.0,2.0,16.0,1.0,0,6,Chennai,Indowind Energy,307,8.8,2701.6000000000004,230.1,2024.88,1.3,2701.6000000000004,90.0,38,14,2,1.2246467991473532e-16,-1.0,0.39113428943937417,0,43.0,7.166666666666667,2.2823823856765264,1260.0,1260.0,23.009999999999998
11,23.0,3.0,10.0,1.0,0,9,Mumbai,Sunil Hitech Eng,418,9.2,3845.6,292.5,2691.0,1.3,3845.6,135.0,32,8,2,-1.0,-1.8369701987210297e-16,0.46153846153846156,1,48.0,8.0,2.322387720290225,1080.0,1080.0,19.5
7,17.0,1.0,3.0,1.0,0,4,Vadodara,Jyoti Structure,180,7.8,1404.0,146.1,1139.58,1.2320328542094456,1404.0,45.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.3080082135523614,0,29.0,4.833333333333333,2.174751721484161,270.0,270.0,16.233333333333334
21,22.0,2.0,9.0,1.0,0,6,Navi Mumbai,L&T Transmission & Distribution,389,9.3,3617.7,261.0,2427.3,1.3,3617.7,90.0,38,14,2,1.2246467991473532e-16,-1.0,0.3448275862068966,0,55.0,9.166666666666666,2.33214389523559,1260.0,1260.0,10.875
7,18.0,1.0,10.0,1.0,0,7,Ahmedabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),252,7.9,1990.8,171.6,1355.64,1.3,1990.8,45.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.26223776223776224,0,37.0,6.166666666666667,2.186051276738094,360.0,360.0,19.066666666666666
9,21.0,3.0,10.0,1.0,0,12,Chennai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,399,8.8,3511.2000000000003,279.3,2457.84,1.3,3511.2000000000003,135.0,20,0,0,-2.4492935982947064e-16,1.0,0.4833512352309345,1,44.0,7.333333333333333,2.2823823856765264,0.0,0.0,21.484615384615385
12,22.0,2.0,4.0,1.0,0,3,Ahmedabad,Jyoti Structure,337,7.9,2662.3,227.1,1794.0900000000001,1.3,2662.3,90.0,30,6,1,1.0,6.123233995736766e-17,0.39630118890356675,0,41.0,6.833333333333333,2.186051276738094,540.0,540.0,15.139999999999999
11,22.0,2.0,4.0,1.0,0,1,New Delhi,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),330,8.5,2805.0,225.0,1912.5,1.3,2805.0,90.0,20,0,0,0.49999999999999994,0.8660254037844387,0.4,0,40.0,6.666666666666667,2.2512917986064953,0.0,0.0,16.071428571428573
7,22.0,3.0,3.0,1.0,0,10,Ahmedabad,NTPC Pvt. Ltd.,386,7.9,3049.4,258.6,2042.9400000000003,1.3,3049.4,135.0,28,4,3,-0.8660254037844386,0.5000000000000001,0.5220417633410672,1,36.0,6.0,2.186051276738094,540.0,540.0,23.50909090909091
13,23.0,3.0,6.0,1.0,0,8,Hyderabad,Jaiprakash Power,395,8.4,3318.0,284.7,2391.48,1.3,3318.0,135.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.4741833508956797,1,46.0,7.666666666666667,2.2407096892759584,1080.0,1080.0,16.74705882352941
17,23.0,3.0,3.0,1.0,0,4,Navi Mumbai,Reliance Energy,415,9.3,3859.500000000001,284.1,2642.1300000000006,1.3,3859.500000000001,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.4751847940865892,1,47.0,7.833333333333333,2.33214389523559,810.0,810.0,13.52857142857143
15,22.0,3.0,9.0,1.0,0,6,Ahmedabad,JSW Energy Ltd.,388,7.9,3065.2000000000003,293.4,2317.86,1.3,3065.2000000000003,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.4601226993865031,1,50.0,8.333333333333334,2.186051276738094,1890.0,1890.0,15.442105263157893
6,18.0,1.0,10.0,1.0,0,11,Pune,CESC,246,9.1,2238.6,169.5,1542.45,1.3,2238.6,45.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.26548672566371684,0,36.0,6.0,2.312535423847214,180.0,180.0,21.1875
5,20.0,3.0,8.0,1.0,0,12,Gurgaon,Neueon Towers / Sujana Towers Ltd.,321,8.3,2664.3,260.4,2161.32,1.2327188940092166,2664.3,135.0,20,0,0,-2.4492935982947064e-16,1.0,0.5184331797235023,1,37.0,6.166666666666667,2.2300144001592104,0.0,0.0,28.93333333333333
10,20.0,3.0,4.0,1.0,0,1,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,331,8.5,2813.5,258.9,2200.6499999999996,1.278485901892623,2813.5,135.0,20,0,0,0.49999999999999994,0.8660254037844387,0.5214368482039398,1,38.0,6.333333333333333,2.2512917986064953,0.0,0.0,18.49285714285714
5,20.0,3.0,14.0,1.0,0,3,Nagpur,NLC India,392,8.9,3488.8,278.4,2477.7599999999998,1.3,3488.8,135.0,30,6,1,1.0,6.123233995736766e-17,0.48491379310344834,1,43.0,7.166666666666667,2.2925347571405443,810.0,810.0,30.93333333333333
14,22.0,3.0,9.0,1.0,0,8,Vadodara,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),436,7.8,3400.8,291.3,2272.14,1.3,3400.8,135.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.4634397528321318,1,49.0,8.166666666666666,2.174751721484161,1080.0,1080.0,16.183333333333334
15,22.0,2.0,7.0,1.0,0,7,Kolkata,L&T Transmission & Distribution,359,8.7,3123.3,242.4,2108.8799999999997,1.3,3123.3,90.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.3712871287128713,0,47.0,7.833333333333333,2.272125885509337,720.0,720.0,13.466666666666667
5,20.0,1.0,7.0,1.0,0,12,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,247,7.9,1951.3,167.4,1322.46,1.3,1951.3,45.0,20,0,0,-2.4492935982947064e-16,1.0,0.26881720430107525,0,34.0,5.666666666666667,2.186051276738094,0.0,0.0,23.914285714285715
6,22.0,3.0,4.0,1.0,0,7,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,370,8.5,3145.0,259.5,2205.75,1.3,3145.0,135.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.5202312138728323,1,36.0,6.0,2.2512917986064953,1080.0,1080.0,25.95
8,18.0,2.0,9.0,1.0,0,3,Dahej,Power Grid Corp,312,7.6,2371.2,215.7,1639.32,1.3,2371.2,90.0,30,6,1,1.0,6.123233995736766e-17,0.41724617524339364,1,38.0,6.333333333333333,2.151762203259462,540.0,540.0,19.60909090909091
23,23.0,3.0,13.0,1.0,0,2,Gurgaon,NHPC,479,8.3,3975.7,326.7,2711.61,1.3,3975.7,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4132231404958678,1,63.0,10.5,2.2300144001592104,0.0,0.0,12.1
10,17.0,2.0,8.0,7.0,0,2,Pune,Adani Power Ltd.,293,9.1,2666.3,217.8,1981.98,1.3,2666.3,90.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4132231404958677,1,44.0,7.333333333333333,2.312535423847214,0.0,0.0,16.753846153846155
15,22.0,3.0,9.0,1.0,0,2,Ratnagiri,Jyoti Structure,411,7.4,3041.4,293.4,2171.16,1.3,3041.4,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4601226993865031,1,50.0,8.333333333333334,2.128231705849268,0.0,0.0,15.442105263157893
5,17.0,3.0,10.0,1.0,0,7,Ratnagiri,KEC International,312,7.4,2308.8,252.9,1871.46,1.2336892052194544,2308.8,135.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.5338078291814946,1,36.0,6.0,2.128231705849268,1080.0,1080.0,28.1
6,17.0,2.0,4.0,7.0,0,5,Shimla,Reliance Energy,263,7.7,2025.1,197.4,1519.98,1.3,2025.1,90.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.45592705167173253,1,36.0,6.0,2.163323025660538,1260.0,1260.0,21.933333333333334
9,22.0,3.0,7.0,1.0,0,8,Shimla,JSW Energy Ltd.,361,7.7,2779.7000000000003,274.8,2115.96,1.3,2779.7000000000003,135.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.4912663755458515,1,42.0,7.0,2.163323025660538,1080.0,1080.0,21.138461538461538
14,22.0,3.0,8.0,1.0,0,2,New Delhi,Indowind Energy,326,8.5,2771.0,288.3,2450.55,1.130766562608394,2771.0,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.46826222684703434,1,48.0,8.0,2.2512917986064953,0.0,0.0,16.016666666666666
20,22.0,3.0,10.0,1.0,0,10,Faridabad,Sterlite Power Transmission Ltd,454,8.1,3677.4,306.9,2485.89,1.3,3677.4,135.0,28,4,3,-0.8660254037844386,0.5000000000000001,0.43988269794721413,1,56.0,9.333333333333334,2.2082744135228043,540.0,540.0,12.7875
6,18.0,3.0,9.0,1.0,0,9,New Delhi,Orient Green,332,8.5,2822.0,256.5,2180.25,1.2943469785575048,2822.0,135.0,32,8,2,-1.0,-1.8369701987210297e-16,0.5263157894736842,1,37.0,6.166666666666667,2.2512917986064953,1080.0,1080.0,25.65
